Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL
bebd7949e396cdcd9df145c80b841b2da7935689,"AI Anxiety: A Comprehensive Analysis of Psychological Factors and Interventions","Jeff J. H. Kim; Shrinidhi Kadkol; Itay Solomon; Hyelin Yeh; J. Soh; Theresa M. Nguyen; Jeong Yun Choi; Sophie Lee; Adith V. Srivatsa; Georgie R. Nahass; O. Ajilore",2023,,"Social Science Research Network",34,Semantic Scholar,"",https://www.semanticscholar.org/paper/bebd7949e396cdcd9df145c80b841b2da7935689
a5754cc577b9c515c02ec850a853cc305ae5e662,"AI anxiety and readiness of English language teachers and students: A Philippine university case study","Maria Ana G. De Guzman; P. Tenedero; Wilfred Gabriel A. Gapas; Abigail M. Deabanico",2024,2024-12-13,"Asian Journal of English Language Studies",4,Semantic Scholar,"",https://www.semanticscholar.org/paper/a5754cc577b9c515c02ec850a853cc305ae5e662
e3930b39009d5829ad3870b718705e889d27680e,"AI anxiety? Comparing the sociotechnical imaginaries of artificial intelligence in UK, Chinese and Indian newspapers","Weili Wang; John K. Downey; Fan Yang",2023,2023-08-16,"Global Media and China",22,Semantic Scholar,"A growing body of work insists that artificial intelligence (AI) must be regarded as a sociotechnical imaginary in the manner of earlier technologies. In this paper we contribute to this field by investigating the representation of AI across very different countries and across time to assess whether these representations are influenced by their socio-economic, political, and cultural contexts, and whether they change over time. By applying computational topic modelling methods, we investigate narratives around AI in 9 newspapers across the UK, China and India over a time frame of 12 years, from 2011 to 2022. Our results indicate that there are both dystopian and utopian narratives associated with AI, as indeed there have been with other technologies. Debates about AI tend very much to reflect national priorities, preoccupations, hopes and fears, all of which are projected onto emerging AI technologies.",https://www.semanticscholar.org/paper/e3930b39009d5829ad3870b718705e889d27680e
8a82a5483ede8d0b36463aa49d6a5600a78b3829,"What drives students’ AI learning behavior: a perspective of AI anxiety","Yu-Min Wang; Chung-Lun Wei; Hsin‐Hui Lin; Sheng-Ching Wang; Yi-Shun Wang",2022,2022-12-11,"Interactive Learning Environments",101,Semantic Scholar,"ABSTRACT As artificial intelligence (AI) technology rapidly develops and is deployed, students increasingly need to understand and learn AI-related skills for future employment. This study investigates how students’ AI learning anxiety and AI job replacement anxiety affect intrinsic/extrinsic learning motivations and subsequent AI learning intention. The moderating effect of learning self-efficacy is also examined. An online survey instrument collected data from a sample of students in Taiwan, and partial least-squares structural equation modeling (PLS-SEM) technique was employed to test the proposed model. The results indicate AI learning anxiety negatively affects learning motivations, but AI job replacement anxiety has a positive impact on extrinsic motivation. Learning self-efficacy and intrinsic/extrinsic motivations positively affect learning intention. Learning self-efficacy positively moderates the influence of intrinsic learning motivation on student AI learning intention but negatively moderates the influence of extrinsic learning motivation on student AI learning intention. The findings highlight the importance of AI anxiety and can be used to guide course design in an AI learning setting.",https://www.semanticscholar.org/paper/8a82a5483ede8d0b36463aa49d6a5600a78b3829
e0db7a2a8fe765abec9f50ae5dcfa68591dd31c2,"Acceptance of Generative AI in the Creative Industry: Examining the Role of AI Anxiety in the UTAUT2 Model","Ming Yin; Bingxu Han; Sunghan Ryu; Min Hua",2023,,"Interacción",14,Semantic Scholar,"",https://www.semanticscholar.org/paper/e0db7a2a8fe765abec9f50ae5dcfa68591dd31c2
0b6ae38488a4cf623a53cd25770b210ee6ba33fc,"AI Anxiety","Deborah G. Johnson; Mario Verdicchio",2017,2017-09-01,"J. Assoc. Inf. Sci. Technol.",237,Semantic Scholar,"",https://www.semanticscholar.org/paper/0b6ae38488a4cf623a53cd25770b210ee6ba33fc
b73d3048143737c17881bfa74b3df1371e265f29,"Fearing the Robot Apocalypse: Correlates of AI Anxiety","D. Lemay; Ram B. Basnet; Tenzin Doleck",2020,2020-08-27,"Int. J. Learn. Anal. Artif. Intell. Educ.",27,Semantic Scholar,"This study examines the relationship between individuals’ beliefs about AI (Artificial Intelligence) and levels of anxiety with respect to their technology readiness level. In this cross-sectional study, we surveyed 65 students at a southwestern US college. Using partial least squares analysis, we found that technology readiness contributors were significantly and positively related to only one AI anxiety factor: socio-technical illiteracy. In contrast, all four links between technology readiness inhibitors and AI anxiety factors were significant with medium effect sizes. Technology readiness inhibitors are positively related to learning, fears of job replacement, socio-technical illiteracy, and particular AI configurations. Thus, we conclude that AI anxiety runs through a spectrum. It is influenced by real, practical consequences of immediate effects of increased automatization but also by popular representations and discussions of the negative consequences of artificial general intelligence and killer robots and addressing technology readiness is unlikely to mitigate effects of AI anxiety.",https://www.semanticscholar.org/paper/b73d3048143737c17881bfa74b3df1371e265f29
f2c76aca199104c7e94827b3479b6836dfbd10e0,"Coping with math anxiety and lack of confidence through AI-assisted Learning","H. V. Inoferio; Marcelino M. Espartero; M. Asiri; Michelle Damin; Jason V. Chavez",2024,2024-02-18,"Environment and Social Psychology",57,Semantic Scholar,"Artificial intelligence (AI) in education transforms the instructional processes and learning competence of students. AI can adapt to the individual learning needs of students. By analyzing students’ progress, performance, and preferences, AI systems can deliver tailored content, recommend additional resources, and provide feedback. The purpose of this study was to develop initial understanding on how AI models help students cope with math anxiety and lack of confidence in engaging with mathematics learning. This exploratory research established the connections between what students feel when using AI and how it benefits them. College students (n = 20) enrolled in different math-related programs (i.e., engineering, statistics/mathematics, computer science, education) were purposively sampled for a one-on-one interview. Thematic analysis indicated that students are now turning to AI models as a coping mechanism to alleviate math anxiety and boost their self-assurance. These AI models function as “mentors” and “math companions” that offer step-by-step explanations and personalized support. Their adaptability and personalized approach make mathematics more accessible to students, with the potential to reduce anxiety and enhance the overall learning experience. Moreover, the use of AI models encourages a sense of independence, motivating students to actively engage in self-guided learning. The findings open new questions about using AI models in improving the self-efficacy and confidence of students in mathematics learning. There is also an opportunity to build an AI-assisted learning with a focus on psychological interventions and behavioral interconnections mediating students’ academic performance.",https://www.semanticscholar.org/paper/f2c76aca199104c7e94827b3479b6836dfbd10e0
1d16281df2ee3f4a45a2e7c4222b5d2a7de1dcbc,"AI Anxiety: a comprehensive analysis of psychological factors and interventions","Jeff J. H. Kim; J. Soh; Shrinidhi Kadkol; Itay Solomon; Hyelin Yeh; Adith V. Srivatsa; Georgie R. Nahass; Jeong Yun Choi; Sophie Lee; Theresa Nyugen; O. Ajilore",2025,2025-03-14,"AI and Ethics",12,Semantic Scholar,"",https://www.semanticscholar.org/paper/1d16281df2ee3f4a45a2e7c4222b5d2a7de1dcbc
212645b30f16c33343df82d94ec2610a32449c6e,"Incorporating AI Literacy and AI Anxiety Into TAM: Unraveling Chinese Scholars’ Behavioral Intentions Toward Adopting AI-Assisted Literature Reading","Li Pan; Huiqin Luo; Qizhen Gu",2025,,"IEEE Access",4,Semantic Scholar,"The proliferation of Artificial Intelligence has brought about novel approaches and opportunities for scholars, especially those non-native English speakers, to read and process the enormous amount of literature. However, research on the utilization of AI in assisted literature reading is limited and requires further academic focus. This study incorporates AI literacy and AI anxiety into the technology acceptance model to explore the factors influencing Chinese scholars’ behavioral intention regarding AI-assisted literature reading. 368 graduate students and 259 faculty members from Hubei, China, participated in this study. Partial-least squares structural equation modeling was applied for hypothesis testing and multi-group analyses to explore in depth the differences in the relationships of the variables across groups. This study reveals that AI literacy and AI anxiety are important players in influencing Chinese scholars’ perceived ease of use, perceived usefulness, and behavioral intention in using AI-assisted literature reading. Further, this study found significant differences in these relationships across disciplines and social roles of scholars, which provides valuable insights into the application and development of AI in academic literature reading.",https://www.semanticscholar.org/paper/212645b30f16c33343df82d94ec2610a32449c6e
6cb79b10167353e61f8ff165cff6e0909ecee57d,"Mitigating the effect of AI anxiety on employees’ creativity: a social cognitive perspective","Hao Tong; Jie Yu; Minghuan Shou",2025,2025-04-01,"Journal of Digital Management",2,Semantic Scholar,"As artificial intelligence (AI) technologies continue to reshape modern workplaces, concerns have emerged about their potential negative impact on employees’ performance and well-being, referred to as “AI anxiety.” Drawing on social cognitive theory, this study examines how environmental factors—in particular, social norms and management commitment—shape employees’ responses to AI anxiety and influence their creativity at work. By exploring different coping responses triggered by AI anxieties, this research highlights the complex interplay between individuals’ perceptions, organizational context, and creative outcomes. The findings expand the current understanding of AI anxiety by illustrating how supportive environmental factors can encourage more adaptive responses, ultimately enhancing employees’ creative potential. These insights not only contribute to the academic literature on AI anxiety but also provide practical guidance for organizations aiming to build resilient and innovative workforces capable of thriving in an era of rapid technological advancement.",https://www.semanticscholar.org/paper/6cb79b10167353e61f8ff165cff6e0909ecee57d
5b260aea92ede8ee9ccb2b06d301242967834d5d,"How the perceived substitution of AI technology hinders nurses’ innovation behavior: the mediating role of AI anxiety and human-AI cooperation intention and the moderating role of organizational AI readiness","Jianpeng Fan; Leilei Zhang; Ning Li; Shuyu Man",2025,2025-07-03,"BMC Nursing",3,Semantic Scholar,"Given the advantages of AI technology in areas such as data collection, data processing, decision optimization, and efficiency enhancement, numerous healthcare institutions are actively embracing AI to propel their development toward intelligence. However, while AI technology reduces costs and enhances efficiency within healthcare institutions, it also poses a potential risk of occupational substitution for nurses, which may subsequently inhibit nurses’ innovative behavior. This study, using Mplus8.0, analyzed 394 survey responses and found the following: (1) The perceived substitution of AI technology is significantly negatively correlated with nurses’ innovation behavior (β = − 0.16, p < .001); (2) AI anxiety acts as a mediator between the perceived substitution of AI technology and nurses’ innovation behavior (β = − 0.08, p < .01); (3) Human-AI cooperation intention also acts as a mediator between the perceived substitution of AI technology and nurses’ innovation behavior (β = − 0.09, p < .001); (4) AI anxiety and human-AI cooperation intention together function as a chain mediator between the perceived substitution of AI technology and nurses’ innovation behavior (β = − 0.05, p < .05); (5) Organizational AI readiness moderates the relationship between the perceived substitution of AI technology and nurses’ innovation behavior (β = 0.05, p < .05). These findings not only enrich the theories related to human resource management but also offer valuable insights for alleviating nurses’ AI anxiety, stimulating their intention for human - AI cooperation, and enhancing the AI readiness of healthcare institutions. Consequently, they can arouse nurses’ enthusiasm for innovation and improve the efficiency of human resource utilization in healthcare institutions. Not applicable.",https://www.semanticscholar.org/paper/5b260aea92ede8ee9ccb2b06d301242967834d5d
201745422c211cf6f050f58f690f226fc63e0280,"From Assistants to Digital Beings: Exploring Anthropomorphism, Humanness Perception, and AI Anxiety in Large-Language-Model Chatbots","Xintong Yao; Yipeng Xi",2025,2025-06-20,"Social science computer review",3,Semantic Scholar,"This study examined the impact of anthropomorphic traits in large language model (LLM) chatbots on users’ perceptions of humanness and their associated anxiety. Drawing on dehumanization theory, the research investigated how human nature and human uniqueness traits influenced AI-related anxiety through perceptions of humanness in various interaction contexts. A survey of 1000 LLM chatbot users in China, analyzed using validated structural equation modeling, revealed that emotional and moral traits, such as empathy and morality, were positively correlated with perceptions of humanness, which in turn reduced AI anxiety. In contrast, cognitive traits like competence and rationality alleviated anxiety but did not contribute to perceptions of humanness. This study offered valuable theoretical and practical insights into how humans defined and responded to machine personhood in the age of advanced AI.",https://www.semanticscholar.org/paper/201745422c211cf6f050f58f690f226fc63e0280
302efd435d5add9ce725c7d1e95da5cc224fb1ca,"A systematic review of AI anxiety in education","Xiaolan Wu; Hui Li",2025,2025-07-23,"AI and Ethics",2,Semantic Scholar,"",https://www.semanticscholar.org/paper/302efd435d5add9ce725c7d1e95da5cc224fb1ca
aef58b977f4af66e7d2a75e204df619c20356cd7,"AI anxiety and knowledge payment: the roles of perceived value and self-efficacy","Jinsong Chen; Miao He; Jinhua Sun",2025,2025-03-06,"BMC Psychology",4,Semantic Scholar,"The integration of Artificial Intelligence (AI) into daily life raises significant challenges and uncertainties, notably concerning job security and skill relevance. This has led to the emergence of ‘AI anxiety’—a stress response to potential impacts of AI on individuals’ futures. This study examines AI anxiety’s effects on individuals’ willingness to pay for knowledge, focusing on the roles of perceived value and self-efficacy. This study consisted of two experiments. Study 1 utilized a one-factor between-subjects design (AI anxiety vs. neutral emotion) with 297 participants to examine the mediating role of perceived value in the relationship between AI anxiety and willingness to pay for knowledge. Study 2 employed a 2 × 2 between-subjects design (AI anxiety vs. neutral emotion )×self-efficacy (high vs. low) with 506 participants to investigate the moderating effect of self-efficacy on this relationship. Study 1 showed that AI anxiety significantly increases the willingness to pay for knowledge, with perceived value partially mediating this effect. Study 2 demonstrated that self-efficacy moderates the influence of AI anxiety: higher self-efficacy levels weaken, whereas lower levels strengthen, the willingness to pay for knowledge. Furthermore, self-efficacy also negatively moderates the effect of AI anxiety on perceived value. AI anxiety positively influences payment for knowledge, with critical roles for perceived value and self-efficacy. These findings offer a new framework for understanding AI anxiety’s impact on consumer behavior and provide actionable insights for platforms and policymakers.",https://www.semanticscholar.org/paper/aef58b977f4af66e7d2a75e204df619c20356cd7
